X1,Brand,Name,Old.Price,New.Price,ml,Concentration,Department,Scents,Base,Middle,Item.Rating,Seller,Seller.Rating,Number.Of.Sellers.Ratings,Change.In.Price,Change.In.Price.Percentage,Rating.Numbers
571,Fendi,L'Acquarossa,430,238.5,75,EDP,Women,Musk,"Red Cedar White Musk, Patchouli","Lantana Flower,  Rose Orange Blossom, Magnolia",5,top langri,3.7,347,191.5,44.53,347
572,Roberto Cavalli,Florence,405,139.5,50,EDP,Women,Floral,"Amber, Musk, Patchouli","Grapefruit Blossom, Hibiscus Seeds, Orange Blossom",4.4,AMLAQ,3.9,135,265.5,65.56,135
573,Dolce & Gabbana,Light Blue,476,220.25,100,EDT,Women,Floral,"Musk Wood, Incense, Oakmoss","Jasmine, White Rose",4.5,AMLAQ,3.9,135,255.75,53.73,135
574,Estee Lauder,Pleasures Intense,410,259.9,100,EDP,Women,Floral,"Maple, Vanilla, Styrax, Benzoin","Lily, Tiare Flower, Jasmine, Moroccan Rose",4.6,Y,3.5,75,150.1,36.61,75
575,Ajmal,Wisal,58,58,50,EDP,Women,Floral,"Rose, Sensual Musk",Sandalwood,5,alkhalijiah  perfume,3.5,75,0,0,75
576,Dior,Sauvage,770,337.9,100,EDP,Men,Arabian,"Ambroxan, Vanilla","Sichaun Pepper, Lavender, Star Anise, Nutmeg",4,The Wealth of Beauty,3.7,66,432.1,56.12,66
577,S.T.Dupont,Passenger,294,99,100,EDT,Men,Spicy,"Paraguayan Lignum Vitae, Indonesian Patchouli, Laotian Benzoin, Copper Accords","Indian Ginger,  Guatemalan Cardamom, Mauritanian Red Pepper, Lavender",5,London store,3.7,23,195,66.33,23
578,BVLGARI,Goldea The Roman Night Absolute,536,261.5,75,EDP,Women,Floral,"Black Musk, Moss, Patchouli","Jasmin Sambac, Madagascar Vanilla",4,noon,4.2,98.1K,274.5,51.21,98100
579,HUGO BOSS,Hugo,395,99,125,EDT,Men,Fresh,"Patchouli, Fir, Cedar","Carnation, Sage, Geranium, Jasmine",4.5,Cute Shop,4.2,98,296,74.94,98
580,BVLGARI,Petits Et Mamans,254,193.95,100,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",4.8,noon,4.2,98.1K,60.05,23.64,98100
581,DORALL COLLECTION,Eternally Hot,29,8,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,3.7,14.1K,21,72.41,14100
582,Dunhill,Desire,111,54.95,30,EDT,Men,Fresh,"Vanilla, Musk, Labdanum","Rose, Teakwood, Patchouli",4.8,Star.perfume,3.9,537,56.05,50.5,537
584,AVON,Always,84,84,50,EDP,Women,Floral,Cashmere Woods,Orange Blossoms,5,neo lek,3.5,88,0,0,88
585,Aramis,Brown,161,94.15,110,EDT,Men,Woody,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver, Sandalwood",5,VIP.PARFUME,3.8,76,66.85,41.52,76
586,GUESS,By Marciano,128,109.95,100,EDP,Women,Floral,"Musk, Vanilla, Woody Notes","Peony, Jasmine, Honeysuckle",5,Parvant Store,3.8,76,18.05,14.1,76
587,LALIQUE,Encre Noire,485,134.95,100,EDT,Men,Woody,"Cashmere Wood, Musk","Haiti Vetiver, Bourbon Vetiver",4.5,Abu Al Tayyeb Perfumes,4.2,59,350.05,72.18,59
588,GIORGIO ARMANI,Si Passione,630,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood, Patchouli","Heliotrope, Pine Apple, Jasmine, Rose",4.8,Parfume-Stor,3.9,33,383.5,60.87,33
589,CARTIER,Declaration Essence,478,173.6,100,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",4.5,noon,4.2,98.1K,304.4,63.68,98100
590,Sedr Al-Khaleej Perfumes,For Ever,34.85,34.85,100,EDP,Men,Fresh,"Woody, Musk, Amber","Praline, Cardamom, Cinnamon",4,noon,4.2,98.1K,0,0,98100
591,Givenchy,Organza,550,251.65,100,EDP,Women,Arabian,"Guaiac Wood, Woodsy Notes, Virginia Cedar, Amber, Vanilla","Peony, Walnut, Iris, Jasmine, Tuberose, Honeysuckle",4.8,noon,4.2,98.1K,298.35,54.25,98100
592,Roberto Cavalli,Uomo,452,126,100,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",4.6,noon,4.2,98.1K,326,72.12,98100
593,DKNY,Be Delicious Red,375,314.9,100,EDP,Women,Floral,"Leather, Vanilla Pod, Amber","Patchouli, Apple, Rose",4.6,the beauty,4.1,538,60.1,16.03,538
594,MONTBLANC,Mont Blanc Legend,220,140,100,EDT,Men,Floral,"Vanilla, Amber","Jasmine, Geranium, Neroli, Ylang-Ylan",4.8,Al-Najm,3.7,347,80,36.36,347
595,ANGEL SCHLESSER,Schlesser Essential,320,165.4,100,EDT,Men,Fruity,"Leather, Tonka Bean, Musk, Cedar","Cinnamon, Coffee, Violet Leaf",4.3,top langri,3.7,347,154.6,48.31,347
596,Dunhill,Desire Extreme,230,114.75,100,EDT,Men,Spicy,"Amber, Musk",Evergreen Cypress,4.9,AMLAQ,3.9,135,115.25,50.11,135
597,GUCCI,Flora,275,179.8,50,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",4.5,AMLAQ,3.9,135,95.2,34.62,135
598,HUGO BOSS,Just Different,352,144.25,125,EDT,Men,Spicy,"Cashmeran, Fir","Freesia, Basil",5,Perfume Ports,3.6,113,207.75,59.02,113
599,Ajmal,Alf Laila O Laila,222,153.3,60,EDP,Unisex,Woody,Musky Woody,Floral Spicy,5,noon,4.2,98.1K,68.7,30.95,98100
600,PRADA,Amber,399,252.05,100,EDT,Men,Arabian,"Neroli, Orange Blossom, Earthy Vetiver, Saffron","Patchouli, Tonka Bean, Lovely Vanilla",5,noon,4.2,98.1K,146.95,36.83,98100
601,COACH,Floral,337,165.75,90,EDP,Women,Floral,"Patchouli, Woody Notes, Musk","Tea Rose, Jasmine Sambac, Gardenia",5,noon,4.2,98.1K,171.25,50.82,98100
602,Roberto Cavalli,Uomo,452,134.95,100,EDT,Men,Floral,"Cedar, Patchouli, Tonka Bean","Honey, Lavender",4.6,noon,3.6,98.1K,317.05,70.14,98100
603,DIESEL,Plus Plus Feminine,99,41,75,EDT,Women,Oriental,"Musk, Sandalwood, Virginia Cedar, Amber, Nutmeg, Vanille, Orris Root","Jasmine, Coconut, Magnolia, Orchid, Lily, Cherry, Big Strawberry, Red Apple, Milk",4.4,KAYA,4.3,4K,58,58.59,4000
604,DORALL COLLECTION,Classic Black,9,8.8,100,EDT,Men,Fresh,"Chocolate, cashmere Wood, Patchouli, Tonka Bean","Basil, Verbena , Lavender",4,the beauty,3.6,538,0.2,2.22,538
605,Calvin Klein,Beauty,380,115,100,EDP,Women,Floral,"Vanilla, Musk, Sandalwood, Guaiac Wood, Amber","Cardamom, Pepper, Flowers",5,Star.perfume,3.9,537,265,69.74,537
606,MONTBLANC,Emblem ED,22.4,22.4,5,EDT,Men,Spicy,"Woodsy, Tonka Bean","Violet Leaf, Cinnamon",4.8,Star.perfume,3.9,537,0,0,537
607,CAROLINA HERRERA,212 Sexy,420,151,100,EDP,Women,Floral,"Cotton Candy, Musk, Sandalwood, Vanilla","Gardenia, Geranium",4.7,Al-Najm,3.7,347,269,64.05,347
608,BURBERRY,Brit Rhythm,360,119.95,90,EDT,Men,Woody,"Cedarwood, Tonka Bean","Black Leather, Patchouli, Styrax",4,hadayiq baris,3.8,122,240.05,66.68,122
609,LANVIN,Oxygene,206,116,75,EDP,Women,Floral,"White Musk, Sandalwood","Rose, Milk, Gardenia",4.3,Dior Fragrances,3.9,69,90,43.69,69
610,HUGO BOSS,Boss,375,105,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood, Vanilla","Geranium, Cinnamon, Cloves",4.7,Acacia Rose,4.4,77,270,72,77
611,Sedr Al-Khaleej Perfumes,Love Touch Body Sp,12.9,12.9,125,EDT,Women,Floral,"Leather, Musk","Tiare Flower, Rose",5,noon,4.2,98.1K,0,0,98100
612,S.T.Dupont,Essence Pure,202,86.2,100,EDT,Men,Citrus,"cypress, amber, musk, cedar","iris, lavender, bamboo",5,Perfume Ports,3.9,537,115.8,57.33,537
613,Genie,London Burberry,18,16,25,EDP,Women,Floral,"Wood, Musk","Jasmine, Tiare Flower, Soft Peony",4.9,Parisian Store,3.9,425,2,11.11,425
614,CAROLINA HERRERA,212 Vip,363,160,100,EDT,Men,Vanilla,"King Wood, Salty Amber, Tonka Beans","Chilled Vodka, Hot Ginger, Slice Of Apple",5,Al-Najm,3.7,347,203,55.92,347
615,HUGO BOSS,Bottled Night,375,170.45,100,EDT,Men,Woody,"Louro Amarelo Wood, Sandalwood, Musky Notes","Cardamom, African Violet, Jasmine",4.5,top langri,3.7,347,204.55,54.55,347
616,Emper,Tool Box,88,54.95,100,EDT,Men,Oriental,"Geranium, Amber, White Musks","Patchouli, Vetiver, Lavender",5,Golen Dream,3.8,88,33.05,37.56,88
617,Shiseido,Zen,597,260,100,EDP,Women,Floral,"Patchouli, Cedarwood, Skin Musk, White Musk, Marine, Amber, Incense","Freesia, Gardenia, Red Apple, Violet, Lily Of The Valley, Hyacinth, Chinese Rose, Lotus Flower",5,Faces,3.9,61,337,56.45,61
618,Juicy Couture,Viva La Juicy,355,144,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood, Vanilla","Honeysuckle, Gardenia, Jasmine",4.7,aRt Ti Ci,3.9,41,211,59.44,41
619,CAROLINA HERRERA,212 S**Y,420,183.25,100,EDP,Women,Floral,"Bergamot, Gardenia, Pelargonium, Cotton Candy, Flowers","Pelargonium, Cotton Candy, Flowers",5,noon,4.2,98.1K,236.75,56.37,98100
620,Sedr Al-Khaleej Perfumes,Eghra Perfume,42.8,42.8,9,Oil,Women,Jasmine,"Jasmine, Amber, Balsamic","Fruity, Incense, Woody",4,noon,4.2,98.1K,0,0,98100
621,COACH,Floral,357,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla, Woody Notes","Gardenia, Hedione, Jasmine Sambac, Tea Rose",4.6,noon,4.2,98.1K,183.4,51.37,98100
622,MONTBLANC,Lady Emblem,410,155,75,EDP,Women,Floral,"Musk, Raspberry","Sandalwood, Patchouli, Rosewood",5,noon,4.2,98.1K,255,62.2,98100
623,jennifer lopez,Still,330,107.8,100,EDP,Women,Floral,"Amber, Orris, Sandalwood","Honeysuckle, Orange Tree Blossom, Pink Freesia",4.8,noon,4.2,98.1K,222.2,67.33,98100
624,TOM FORD,Black Orchid,495,211,50,EDP,Women,Spicy,"Incense, Lotus, Patchouli, Sandalwood, Vanilla, Vetiver","Black Orchid, Fruity Notes, Tuberose",5,Number One,3.7,347,284,57.37,347
625,Dolce & Gabbana,Pour Femme,356,165,100,EDP,Women,Floral,"Marshmallow, Sandalwood, Vanilla","Jasmine, Orange Blossom",5,hadayiq baris,3.8,122,191,53.65,122
626,NARCISO RODRIGUEZ,Pure Musc,494,307.25,100,EDP,Women,Floral,Cashmeran,Flower,5,Grass gulf,4.2,20,186.75,37.8,20
627,HUGO BOSS,Boss Bottled Man Of Today,487,177,100,EDT,Men,Woody,"Vanilla, Sandalwood, Vetiver, Cedarwood, Olivewood, Amber-like-notes, Musk-like-notes","Geranium, Cinnamon, Cloves",4.1,Acacia Rose,4.4,5,310,63.66,5
628,GUCCI,Flora,505,196.2,75,EDT,Women,Citrus,"Patchouli, Sandalwood","Rose, Osmanthus",5,noon,4.2,98.1K,308.8,61.15,98100
629,Dolce & Gabbana,The One,350,189.6,100,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",4.3,noon,4.2,98.1K,160.4,45.83,98100
630,Calvin Klein,Beauty,145,110,100,EDP,Women,Floral,Virginia Cedar,Jasmine,5,Star.perfume,4.2,537,35,24.14,537
631,CAROLINA HERRERA,Good Girl,480,242.5,50,EDP,Women,Arabian,"Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Cashmere Wood, Musk, Patchouli, Cinnamon, Cedar","Tuberose, Jasmine Sambac, Orris, Orange Blossom, Bulgarian Rose",4.6,Star.perfume,3.9,537,237.5,49.48,537
632,VERSACE,Versace Pour Homme,405,163.55,100,EDT,Men,Fresh,"Amber, Tonka Beans, Musk","Geranium, Clary Sage, Blue Hyacinth",4.7,King-Perfume,3.6,450,241.45,59.62,450
634,Ajmal,Wisal,79,60,50,EDP,Unisex,Floral,"Floral, Musky","Spicy, Floral",5,alkhalijiah  perfume,3.5,88,19,24.05,88
635,CAROLINA HERRERA,212 Wild Party,232.95,232.95,80,EDP,Women,Floral,"Musk, Woody Accord","Orange Blossom, Sun Rose, Orchid",4.5,Number One,3.8,66,0,0,66
636,Estee Lauder,Modern Muse Chic,472,275,100,EDP,Women,Woody,"Cashmere Wood, Agarwood (Oud), Labdanum, Patchouli, Ebony Tree, Musk, Madagascar Vanilla, Suede","Jasmine Sambac, Tuberose, Lily",4.5,Faces,3.9,61,197,41.74,61
637,HUGO BOSS,Boss Orange,339,112.7,75,EDT,Women,Woody,"Sandalwood, Olive Tree, Vanilla","White Flowers, African Orange Flower",5,noon,4.2,98.1K,226.3,66.76,98100
638,Dolce & Gabbana,K,338,269,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon, Juniper Berries","Pimento, Clary Sage, Geranium, Lavandin",4.1,Grass gulf,3.7,98,69,20.41,98
639,Mancera,Roses Vanille,390,229,120,EDP,Women,Oriental,"Sugar, Vanilla, Cedar, White Musk","Rose, Sugar",4,noon,4.2,98.1K,161,41.28,98100
640,DORALL COLLECTION,Lady Dorall,14.75,14.75,100,EDT,Women,Spicy,"Apricot, amber, lemon tree","Lily, jasmine, rose",4,Princess of beauty,3.8,467,0,0,467
641,Aramis,Brown,161,104,110,EDT,Men,Floral,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver, Sandalwood",4,top langri,3.7,347,57,35.4,347
642,Mancera,Red,711,365,120,EDP,Unisex,Woody And Spicy,"Tobacco, Amber, Guaiac Wood, Sandalwood, Haitian Vetiver, Madagascar Vanilla, White Musk","Patchouli, Jasmine",4.9,top langri,3.7,347,346,48.66,347
643,GIORGIO ARMANI,Acqua Di Gio,480,195.6,100,EDT,Men,Citrus,"Musk, Sandalwood","Hyacinth, Jasmine, Rose, Lily",4.2,hadayiq baris,3.8,122,284.4,59.25,122
644,MOSCHINO,Cheap And Chic,203,184.7,100,EDT,Women,Floral,"Tonka Bean, Orchid, Sandalwood Vetiver, Iris Ambergris","Cyclamen, Rose Water, Lily Peony, Violet Jasmine",5,Parvant Store,3.8,76,18.3,9.01,76
645,CARTIER,Declaration,460,101.6,100,EDT,Men,Spicy,"Leather, Amber, Tea, Tahitian Vetiver, Oak Moss, Cedar","Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine, Guatemalan Cardamom",4.5,Number One,3.5,98,358.4,77.91,98
646,BURBERRY,My Burberry,700,197.95,90,EDP,Women,Floral and Oriental,"Damascus, Centifolia Rose","Geranium, Freesia Flowers, Golden Quince",4.7,Grass gulf,3.7,135,502.05,71.72,135
647,joop,Homme,223,55,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lily of the valley, heliotrope, cinnamon",4.4,hadayiq baris,3.8,122,168,75.34,122
648,Jacques Bogart,One Man Show,40.55,40.55,100,EDT,Men,Woody,"Sandalwood, Tonka Bean, Amber, Coconut, Vanilla, Oak Moss, Cedar, Styrax","Labdanum, Nutmeg, Spices, Carnation, Patchouli, Jasmine, Vetiver, Rose, Pine Tree Needles, Geranium",4.5,Golden Perfumes,3.6,111,0,0,111
649,Emper,Lady Presidente,118,60.15,80,EDP,Women,Fruity,"Coconut, Musk, Sandalwood","Lotus, Water Lily, Raspberry, Star Apple",5,Golen Dream,3.5,88,57.85,49.03,88
650,NINA RICCI,Mademoiselle Ricci,295,166.2,80,EDP,Women,Spicy,"Violetwhite Wood, Musk, Amber, Cedar, Violet","Nerium Oleander, Rose Hip, Laurels",4,neo lek,3.5,88,128.8,43.66,88
651,CAROLINA HERRERA,212 VIP Rose,445,135,80,EDP,Women,Floral,"Woody Notes, White Musk, Amber",Peach Blossom,5,Show Biz,3.8,66,310,69.66,66
654,Rasasi,Oud Al-Mubakhar,40,30.85,100,EDP,Men,Arabian,"Sandalwood, Tonka Bean, Musk, Patchouli","Turkish Rose, Violet, Geranium",4,noon,4.2,98.1K,9.15,22.88,98100
655,GUCCI,Rush,489,219.85,75,EDT,Women,Floral,"Vetiver, Patchouli, Vanilla","Jasmine, Damask Rose, Coriander",5,noon,4.2,98.1K,269.15,55.04,98100
656,Rasasi,Shuhrah,144,69.7,90,EDP,Women,Floral,"Oud, Patchouli, Grey Amber, Musk","Iris, Jasmine, Lily of the Valley",5,noon,4.2,98.1K,74.3,51.6,98100
657,BURBERRY,Touch,314,154.95,100,EDP,Women,Floral,"Almonds, Cedar, Oakmoss, Tonka Beans, Vanilla","Jasmine, Lily, Lily Of The Valley, Peach, Peony, Raspberry, Tuberose",4,noon,4.2,98.1K,159.05,50.65,98100
658,Marbert,Man Pure,114,54.7,125,EDT,Men,Citrus,"Oak Moss, Cedar, Sandalwood, Amber, Musk","Geranium, Jasmine, Lily Of The Valley, Majorjam, Coriander, Nutmeg",4.9,Rayhanti,3.5,88,59.3,52.02,88
659,J.CASANOVA,Plaisir,145,75,100,EDP,Women,Fresh,"Sandalwood, Musk, Vanilla Orchid, Cedar","Clove, Damascus Plum, Pear, Ylang -ylang",4.5,Tiffany,3.8,75,70,48.28,75
661,VERSACE,Eau Fraiche,363,178.1,100,EDT,Men,Woody,"Amber, Musk, Platanus, Saffron, Woody Notes","Cedar, Pepper, Sage",4.4,noon,4.2,98.1K,184.9,50.94,98100
662,S.T.Dupont,Essence Pure,215,74.35,100,EDT,Men,Woody,"Cypress, Amber, Musk, Cedar","Iris, Lavender, Bamboo",4.6,noon,4.2,98.1K,140.65,65.42,98100
663,Mont Blanc,Legend,220,141.95,100,EDT,Men,Spicy,"Sandalwood, Tonka, Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose, Apple",5,noon,4.2,98.1K,78.05,35.48,98100
664,Calvin Klein,CK One,448,107,200,EDT,Men,Citrus,"Sandalwood, Amber, Musk, Cedar, Oak moss","Nutmeg, Violet, Orris Root, Jasmine, Lily-Of-The-Valley Rose",4.5,AMLAQ,3.9,135,341,76.12,135
665,LA PERLA,Divina,107,62,50,EDT,Women,Fruity,"Musk, Amber, Vanilla, Woody notes","Jasmine, African orange, Pink",4.5,GOLDEN,3.5,63,45,42.06,63
666,CARTIER,Santos D Concentree,240.5,240.5,100,EDT,Men,Spicy,"Sandalwood, Amber, Coconut, Patchouli, Vanilla, Cedar","Pepper, Nutmeg, Vetiver, Geranium, Rosemary, Cloves, Clary Sage",4.5,alryhanaksa,3.6,33,0,0,33
668,DORALL COLLECTION,Lancy,27,11.85,100,EDT,Women,Spicy,"Tonka, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",4.5,the beauty,3.5,538,15.15,56.11,538
669,Lancome,Miracle,426,200,100,EDP,Women,Arabian,"Amber, Musk, Jasmine","Magnolia, Ginger, Mandarin Orange, Pepper, Jasmine",4.5,Beuatyone1,4.4,537,226,53.05,537
670,armani,Code Absolu ED,8.5,8.5,2,EDP,Men,Floral,"Vanilla, Amber, Musk, Patchouli","Jasmine, Geranium, Neroli, Ylang-Ylang",5,Princess of beauty,3.8,467,0,0,467
671,DAVIDOFF,Cool Water,360,76.95,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122,283.05,78.63,122
672,LACOSTE,L.12.12 Blanc,244,88,100,EDT,Men,Woody,"Leather, Suede, Cedar","Mexican Tuberose, Ylang-Ylang",3.7,hadayiq baris,3.8,122,156,63.93,122
673,MONTBLANC,Lady Emblem Elixir,372,176.3,50,EDP,Women,Woody,"Patchouli, Sandalwood, Vanilla","Iris, Orange Blossom, Damask Rose, Jasmine",5,Beautiful Live,4.1,7,195.7,52.61,7
674,BURBERRY,Body,240,141.35,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber, Vanille","Iris, Rose, Sandalwood",4.8,noon,4.2,98.1K,98.65,41.1,98100
675,CARTIER,Declaration Essence,478,173.6,100,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",4.5,noon,4.2,98.1K,304.4,63.68,98100
676,DORALL COLLECTION,Pink Hearts,29,8.15,100,EDT,Women,Floral,"Caramel, Musk, Tonka, Sandalwood, Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy, Strawberry",4.4,B.A.G,3.9,14.1K,20.85,71.9,14100
677,HUGO BOSS,Natural Spray,595,140,75,EDP,Women,Oriental,"Apricot, Amber, Lemon Tree","Bulgarian Rose, Jasmine, Lily",4,Parisian Store,3.9,425,455,76.47,425
678,Remy Marquis,Remy,57.3,57.3,100,EDT,Men,Spicy,"Cedar, Sandalwood, Musk, Amber","Geranium, Cinnamon, Nutmeg",4.5,moon perfume,3.7,199,0,0,199
679,GUCCI,Flora Gardenia,510,234.5,100,EDT,Women,Citrus,"Patchouli, Brown Sugar Accord","White Gardenia, Frangipani Flower",4.5,AMLAQ,3.9,135,275.5,54.02,135
680,GUCCI,Flora Gorgeous Gardenia,510,226.8,100,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",4.4,AMLAQ,3.9,135,283.2,55.53,135
681,Calvin Klein,Sheer Beauty Essence,415,167.95,100,EDT,Women,Floral,"Musk, Vanilla, Cedar","Lilac, Magnolia, Turkish Rose, Peony",4.5,noon,4.2,98.1K,247.05,59.53,98100
682,DAVIDOFF,The Game,215,83.95,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",4.9,noon,4.2,98.1K,131.05,60.95,98100
683,DORALL COLLECTION,Oud Wood,19,9.9,100,PDT,Unisex,Citrus,"Cedar, tobacco, patchouli, sandalwood, musk","Geranium, marigold, rose, bay leaves",4.3,B.A.G,3.7,14.1K,9.1,47.89,14100
684,Mancera,Rose Greedy,446,269,120,EDP,Unisex,"Rose, Floral","White Musk, Amber, Vanilla, Sugar","Rose, Jasmine, Flowers",4.5,AMLAQ,3.9,135,177,39.69,135
685,ROGER & GALLET,Open,43.4,43.4,100,EDT,Men,Spicy,"Lamon, Woody","Sage, Thyme",5,Acacia Rose,3.5,88,0,0,88
686,LACOSTE,Challenge,300,144.95,90,EDT,Men,Citrus,"Ginger, Jasmine, Juniper, Nutmeg, Pepper, Violet, Whisky","Amber, Musk, Wood",4.8,Beautiful Live,3.9,7,155.05,51.68,7
687,VERSACE,The Dreamer,499,135.7,100,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",4,noon,4.2,98.1K,363.3,72.81,98100
688,Justcavalli,Just Cavalli,385,131.4,75,EDT,Women,Floral,"Cuddly, Creamy Rosewood",Tahitian Tiare Flowers,4.6,Star.perfume,3.7,537,253.6,65.87,537
689,Genie,8839 Collection,43,24.85,25,EDP,Women,Floral,"Liquid Amber, Black Violet, Cream, Mahogany","Lotus Blossom, Champaca Flower, Black Orchid",4.2,Parisian Store,3.9,425,18.15,42.21,425
690,GIORGIO ARMANI,Si Possione,705,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood, Patchouli","Rose, Jasmine, Heliotrope, Pineapple",4.7,Al-Najm,3.7,347,458.5,65.04,347
691,Calvin Klein,Beauty,378,109.55,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135,268.45,71.02,135
693,Calvin Klein,Beauty,380,118,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135,262,68.95,135
695,Rasasi,Al Wisam Day,213,84.8,100,EDP,Men,Oriental,"Amber, Musk, Oakmoss, Agarwood (Oud)","Rose, Clary Sage, Sandalwood, Cedar",5,hadayiq baris,3.8,122,128.2,60.19,122
696,Rasasi,Shuhrah,77.95,77.95,90,EDP,Men,Floral,"Amber, Musk, Oakmoss, Agarwood, Leathery","Rose, Sandalwood, Cedar, Jasmine",5,VIP.PARFUME,3.7,23,0,0,23
698,GUCCI,Guilty Black,425,218.05,90,EDT,Men,Spicy,Patchouli,Orange Flower,5,noon,4.2,98.1K,206.95,48.69,98100
700,Dolce & Gabbana,Pour Femme,566,195,100,EDP,Women,Floral,"Guimave, Vanilla, Heliotrope, Sandalwood","Jasmine, Orange Blossom",5,Parfume-Stor,3.9,66,371,65.55,66
701,Arabian Oud,Sheikh Al Shuyukh,54,54,100,EDP,Men,Woody,"Vetiver, Patchouli","Lavender, Sage, Rosemary",5,VIP.PARFUME,4.4,8,0,0,8
702,S.T.Dupont,Essence Pure,117,91.1,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla, Cedar","Jasmine, Rose",4.4,noon,4.2,98.1K,25.9,22.14,98100
703,ISSEY MIYAKE,L'eau D'issey Pour Homme,220,155.75,125,EDT,Men,Floral,Coriander,Nutmeg,5,noon,4.2,98.1K,64.25,29.2,98100
705,Lattafa,Musk Mood,48,48,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resins, Woody Note","Patchouli, Caramel, Agarwood (Oud), Floral Notes",5,Rihanna World Store,4.4,8,0,0,8
706,Yves Saint Laurent,Black Opium,620,364.65,90,EDP,Women,Vanilla,"Musk, White Wood","Jasmine Tea, Orrange Blossom, Coffee",4.8,noon,4.2,98.1K,255.35,41.19,98100
707,CARTIER,Baiser Vole,640,227.6,100,EDP,Women,Floral,Green leaves of lily,"Essences of rare, elegant lily flower",4.4,AMLAQ,3.9,135,412.4,64.44,135
708,Elizabeth Arden,Red Door,128.95,128.95,100,EDT,Women,Floral,"Honey, Sandalwood, Vetiver","Orchid, Jasmine, Lily-of-the valley, Orange blossom, Wild violet, Freesia",5,Golden Perfumes,3.6,111,0,0,111
709,GUESS,Seductive,177,86.75,75,EDT,Women,Spicy,"Vanille, Olibanum, Cashmere Wood","Jasmine, African Orange Flower, Orris Root",5,noon,4.2,98.1K,90.25,50.99,98100
710,Dolce & Gabbana,The One,350,189.6,100,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",4.3,noon,4.2,98.1K,160.4,45.83,98100
711,NINA RICCI,Mademoiselle Ricci,206,117,50,EDP,Women,Floral,"White Wood, Musk, Amber, Cedar, Violet","Nerium Oleander, Rose Hip, Laurels",4.5,AMLAQ,3.9,135,89,43.2,135
712,JAGUAR,Classic Black,60,60,100,EDT,Men,Aromatic,"Sandalwood, Oakmoss, Tonka Beans, Virginia Cedar, Vetiver, Musk","Cardamom With Black Tea Leaves, Geranium, Nutmeg",4.3,perfumes--addresses,4.4,59,0,0,59
713,Creation Lamis,Above The Law,28.5,28.5,100,EDT,Men,Woody,"Haitian Vetiver, Tonka Bean, Amberwood","Guatemalan Cardamom, Juniper, Apple, Geranium",4,Princess of beauty,3.8,467,0,0,467
714,GIORGIO ARMANI,Si,620,261.8,100,EDP,Women,Floral,"Patchouli, Vanilla, Ambroxan, Woody Notes","May rose, Neroli Absolute, Davana, Osmanthus",4.7,Al-Najm,3.7,347,358.2,57.77,347
715,DIESEL,Plus Plus Masculine,50,30,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean, Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-The-Valley, Violet, Green Notes",4.5,Attractive perfume,3.8,244,20,40,244
